58,1,1,1,1,2143,1,1,1,5,1,261,1,-1,0,1,1
44,2,2,2,1,29,1,1,1,5,1,151,1,-1,0,1,1
33,3,1,2,1,2,1,2,1,5,1,76,1,-1,0,1,1
47,4,1,3,1,1506,1,1,1,5,1,92,1,-1,0,1,1
33,5,2,3,1,1,2,1,1,5,1,198,1,-1,0,1,1
35,1,1,1,1,231,1,1,1,5,1,139,1,-1,0,1,1
28,1,2,1,1,447,1,2,1,5,1,217,1,-1,0,1,1
42,3,3,1,2,2,1,1,1,5,1,380,1,-1,0,1,1
58,6,1,4,1,121,1,1,1,5,1,50,1,-1,0,1,1
43,2,2,2,1,593,1,1,1,5,1,55,1,-1,0,1,1
41,7,3,2,1,270,1,1,1,5,1,222,1,-1,0,1,1
29,7,2,2,1,390,1,1,1,5,1,137,1,-1,0,1,1
53,2,1,2,1,6,1,1,1,5,1,517,1,-1,0,1,1
58,2,1,3,1,71,1,1,1,5,1,71,1,-1,0,1,1
57,8,1,2,1,162,1,1,1,5,1,174,1,-1,0,1,1
51,6,1,4,1,229,1,1,1,5,1,353,1,-1,0,1,1
45,7,2,3,1,13,1,1,1,5,1,98,1,-1,0,1,1
57,4,1,4,1,52,1,1,1,5,1,38,1,-1,0,1,1
60,6,1,4,1,60,1,1,1,5,1,219,1,-1,0,1,1
33,8,1,2,1,0,1,1,1,5,1,54,1,-1,0,1,1
28,4,1,2,1,723,1,2,1,5,1,262,1,-1,0,1,1
56,1,1,1,1,779,1,1,1,5,1,164,1,-1,0,1,1
32,4,2,4,1,23,1,2,1,5,1,160,1,-1,0,1,1
25,8,1,2,1,50,1,1,1,5,1,342,1,-1,0,1,1
40,6,1,4,1,0,1,2,1,5,1,181,1,-1,0,1,1
44,7,1,2,1,-372,1,1,1,5,1,172,1,-1,0,1,1
39,1,2,1,1,255,1,1,1,5,1,296,1,-1,0,1,1
52,3,1,2,1,113,1,2,1,5,1,127,1,-1,0,1,1
46,1,2,2,1,-246,1,1,1,5,1,255,2,-1,0,1,1
36,2,2,2,1,265,1,2,1,5,1,348,1,-1,0,1,1
57,2,1,2,1,839,2,2,1,5,1,225,1,-1,0,1,1
49,1,1,1,1,378,1,1,1,5,1,230,1,-1,0,1,1
60,7,1,2,1,39,1,2,1,5,1,208,1,-1,0,1,1
59,4,1,2,1,0,1,1,1,5,1,226,1,-1,0,1,1
51,1,1,1,1,10635,1,1,1,5,1,336,1,-1,0,1,1
57,2,3,2,1,63,1,1,1,5,1,242,1,-1,0,1,1
25,4,1,2,1,-7,1,1,1,5,1,365,1,-1,0,1,1
53,2,1,2,1,-3,2,1,1,5,1,1666,1,-1,0,1,1
36,7,3,2,1,506,1,1,1,5,1,577,1,-1,0,1,1
37,7,2,2,1,0,1,1,1,5,1,137,1,-1,0,1,1
44,8,3,2,1,2586,1,1,1,5,1,160,1,-1,0,1,1
50,1,1,2,1,49,1,1,1,5,1,180,2,-1,0,1,1
60,4,1,3,1,104,1,1,1,5,1,22,1,-1,0,1,1
54,6,1,2,1,529,1,1,1,5,1,1492,1,-1,0,1,1
58,6,1,3,1,96,1,1,1,5,1,616,1,-1,0,1,1
36,7,2,4,1,-171,1,1,1,5,1,242,1,-1,0,1,1
58,9,1,1,1,-364,1,1,1,5,1,355,1,-1,0,1,1
44,2,1,2,1,0,1,1,1,5,1,225,2,-1,0,1,1
55,2,3,2,1,0,2,1,1,5,1,160,1,-1,0,1,1
29,1,2,1,1,0,1,1,1,5,1,363,1,-1,0,1,1
54,4,1,2,1,1291,1,1,1,5,1,266,1,-1,0,1,1
48,1,3,1,1,-244,1,1,1,5,1,253,1,-1,0,1,1
32,1,1,1,1,0,1,1,1,5,1,179,1,-1,0,1,1
42,7,2,2,1,-76,1,1,1,5,1,787,1,-1,0,1,1
24,2,2,2,1,-103,1,2,1,5,1,145,1,-1,0,1,1
38,3,2,1,1,243,2,2,1,5,1,174,1,-1,0,1,1
38,1,2,1,1,424,1,1,1,5,1,104,1,-1,0,1,1
47,4,1,3,1,306,1,1,1,5,1,13,1,-1,0,1,1
40,4,2,3,1,24,1,1,1,5,1,185,1,-1,0,1,1
46,8,1,4,1,179,1,1,1,5,1,1778,1,-1,0,1,1
32,7,1,1,1,0,1,1,1,5,1,138,1,-1,0,1,1
53,2,3,2,1,989,1,1,1,5,1,812,1,-1,0,1,1
57,4,1,4,1,249,1,1,1,5,1,164,1,-1,0,1,1
33,8,1,2,1,790,1,1,1,5,1,391,1,-1,0,1,1
49,4,1,3,1,154,1,1,1,5,1,357,1,-1,0,1,1
51,1,1,1,1,6530,1,1,1,5,1,91,1,-1,0,1,1
60,6,1,1,1,100,2,1,1,5,1,528,1,-1,0,1,1
59,1,3,1,1,59,1,1,1,5,1,273,1,-1,0,1,1
55,2,1,2,1,1205,1,1,1,5,1,158,2,-1,0,1,1
35,4,2,2,1,12223,1,2,1,5,1,177,1,-1,0,1,1
57,4,1,2,1,5935,1,2,1,5,1,258,1,-1,0,1,1
31,8,1,2,1,25,1,2,1,5,1,172,1,-1,0,1,1
54,1,1,2,1,282,1,2,1,5,1,154,1,-1,0,1,1
55,4,1,4,1,23,1,1,1,5,1,291,1,-1,0,1,1
43,2,1,2,1,1937,1,1,1,5,1,181,1,-1,0,1,1
53,2,1,2,1,384,1,1,1,5,1,176,1,-1,0,1,1
44,4,1,2,1,582,2,2,1,5,1,211,1,-1,0,1,1
55,8,3,2,1,91,2,1,1,5,1,349,1,-1,0,1,1
49,8,3,2,1,0,1,2,1,5,1,272,1,-1,0,1,1
55,8,3,2,2,1,1,1,1,5,1,208,1,-1,0,1,1
45,7,2,2,1,206,1,1,1,5,1,193,1,-1,0,1,1
47,8,3,2,1,164,2,1,1,5,1,212,1,-1,0,1,1
42,2,2,2,1,690,1,1,1,5,1,20,1,-1,0,1,1
59,7,1,2,1,2343,1,1,1,5,1,1042,1,-1,0,1,2
46,9,1,1,1,137,1,2,1,5,1,246,1,-1,0,1,1
51,4,1,4,1,173,1,1,1,5,1,529,2,-1,0,1,1
56,7,1,2,1,45,2,1,1,5,1,1467,1,-1,0,1,2
41,2,1,2,1,1270,1,1,1,5,1,1389,1,-1,0,1,2
46,1,3,2,1,16,1,2,1,5,1,188,2,-1,0,1,1
