30,1,1,1,1,1787,1,1,1,19,1,79,1,-1,0,1,1
33,2,1,2,1,4789,2,2,1,11,2,220,1,339,4,2,1
35,3,2,3,1,1350,2,1,1,16,3,185,1,330,1,2,1
30,3,1,3,1,1476,2,2,2,3,4,199,4,-1,0,1,1
59,4,1,2,1,0,2,1,2,5,2,226,1,-1,0,1,1
35,3,2,3,1,747,1,1,1,23,5,141,2,176,3,2,1
36,5,1,3,1,307,2,1,1,14,2,341,1,330,2,3,1
39,6,1,2,1,147,2,1,1,6,2,151,2,-1,0,1,1
41,7,1,3,1,221,2,1,2,14,2,57,2,-1,0,1,1
43,2,1,1,1,-88,2,2,1,17,3,313,1,147,2,2,1
39,2,1,2,1,9374,2,1,2,20,2,273,1,-1,0,1,1
43,8,1,2,1,264,2,1,1,17,3,113,2,-1,0,1,1
36,6,1,3,1,1109,1,1,1,13,6,328,2,-1,0,1,1
20,9,2,2,1,502,1,1,1,30,3,261,1,-1,0,1,2
31,4,1,2,1,360,2,2,1,29,7,89,1,241,1,2,1
40,3,1,3,1,194,1,2,1,29,6,189,2,-1,0,1,1
56,6,1,2,1,4073,1,1,1,27,6,239,5,-1,0,1,1
37,8,2,3,1,2317,2,1,1,20,3,114,1,152,2,2,1
25,4,2,1,1,-221,2,1,2,23,2,250,1,-1,0,1,1
31,2,1,2,1,132,1,1,1,7,8,148,1,152,1,3,1
38,3,3,4,1,0,2,1,1,18,9,96,2,-1,0,1,1
42,3,3,3,1,16,1,1,1,19,9,140,3,-1,0,1,1
44,2,2,2,1,106,1,1,2,12,4,109,2,-1,0,1,1
44,7,1,2,1,93,1,1,1,7,8,125,2,-1,0,1,1
26,10,1,3,1,543,1,1,1,30,7,169,3,-1,0,1,1
41,3,1,3,1,5883,1,1,1,20,9,182,2,-1,0,1,1
55,4,1,1,1,627,2,1,2,5,2,247,1,-1,0,1,1
67,11,1,4,1,696,1,1,3,17,6,119,1,105,2,2,1
56,5,1,2,1,784,1,2,1,30,8,149,2,-1,0,1,1
53,8,1,2,1,105,1,2,1,21,6,74,2,-1,0,1,1
68,11,3,2,1,4189,1,1,3,14,8,897,2,-1,0,1,2
31,6,1,2,1,171,1,1,1,27,6,81,3,-1,0,1,1
59,3,1,2,1,42,1,1,1,21,9,40,1,-1,0,1,1
32,3,2,3,1,2536,2,1,1,26,6,958,6,-1,0,1,2
49,6,1,3,1,1235,1,1,1,13,6,354,3,-1,0,1,2
42,8,3,2,1,1811,2,1,2,14,2,150,1,-1,0,1,1
78,11,3,1,1,229,1,1,3,22,1,97,1,-1,0,1,2
32,4,1,2,1,2089,2,1,1,14,9,132,1,-1,0,1,2
33,3,1,2,1,3935,2,1,1,6,2,765,1,342,2,2,2
23,2,2,3,1,363,2,1,2,30,2,16,18,-1,0,1,1
38,3,2,3,1,11971,2,1,2,17,9,609,2,101,3,2,1
36,3,2,3,1,553,1,1,1,11,6,106,2,-1,0,1,1
52,4,1,2,1,1117,2,1,1,13,2,365,1,-1,0,1,1
32,6,1,3,1,396,2,1,1,13,2,205,3,-1,0,1,1
32,6,2,3,1,2204,2,1,1,21,9,11,4,-1,0,1,1
34,3,2,3,1,872,2,1,2,7,2,105,2,-1,0,1,1
55,4,1,1,1,145,1,1,3,2,5,59,3,5,2,3,1
26,4,1,1,1,0,2,1,2,21,2,425,1,-1,0,1,1
32,7,2,1,2,-849,2,2,1,4,5,204,1,-1,0,1,1
61,8,1,4,1,4629,2,1,1,27,7,181,1,92,1,4,2
45,4,3,1,1,844,1,1,2,5,4,1018,3,-1,0,1,2
37,6,2,2,1,228,2,1,1,20,6,1740,2,-1,0,1,1
38,6,2,2,1,50,1,1,1,29,6,98,2,-1,0,1,1
34,6,1,3,1,1539,2,1,1,15,4,441,1,56,1,3,2
53,4,1,2,1,2231,2,1,1,14,8,272,3,-1,0,1,1
48,8,1,2,1,3064,2,1,3,15,8,159,2,-1,0,1,1
57,3,1,2,1,82,1,2,3,4,5,140,1,-1,0,1,1
33,5,2,3,1,2155,1,1,1,17,9,295,1,-1,0,1,1
36,11,2,2,1,101,2,2,2,26,2,314,1,-1,0,1,1
54,6,3,2,1,784,2,2,2,15,2,579,1,-1,0,1,1
41,4,1,1,1,-516,1,2,3,8,8,554,3,-1,0,1,1
63,11,1,2,1,415,2,1,1,7,1,323,1,-1,0,1,1
48,3,1,3,1,5887,1,1,1,13,6,227,2,-1,0,1,1
48,2,1,2,1,1355,1,1,1,4,8,134,2,-1,0,1,1
56,8,1,2,1,16873,1,1,1,7,1,223,1,-1,0,1,1
51,4,3,2,1,203,2,1,1,8,2,134,1,170,5,2,1
31,2,1,2,1,338,2,1,1,28,7,155,1,-1,0,1,1
29,6,1,2,1,444,2,1,1,21,8,130,4,-1,0,1,1
41,3,1,2,1,0,1,2,1,7,8,630,3,-1,0,1,1
32,6,2,3,1,360,1,1,1,19,9,164,2,-1,0,1,1
37,3,1,3,1,0,1,1,1,16,8,268,2,182,3,4,2
42,7,3,3,2,2,2,1,2,5,2,380,1,-1,0,1,1
31,3,2,3,1,6248,2,1,2,9,2,154,2,-1,0,1,1
41,2,1,3,1,412,2,1,2,3,4,154,5,-1,0,1,1
56,11,1,2,1,344,2,1,2,15,2,221,1,-1,0,1,1
54,3,3,3,1,3222,1,1,1,14,6,67,2,-1,0,1,1
41,4,3,2,1,174,2,1,1,14,2,367,2,297,1,3,1
40,6,2,2,1,591,1,2,1,14,6,87,6,-1,0,1,1
50,4,3,1,1,388,1,1,1,5,5,701,1,-1,0,1,1
40,1,1,2,1,219,2,1,1,17,9,204,2,196,1,2,1
27,8,3,2,1,451,2,1,1,16,8,652,1,-1,0,1,2
60,11,1,1,1,5,1,1,1,26,6,63,2,-1,0,1,1
28,8,2,2,1,177,2,2,1,6,2,150,1,-1,0,1,1
52,2,1,2,1,657,1,1,3,7,8,398,2,460,2,2,2
37,3,1,3,1,1315,1,1,1,30,4,224,1,-1,0,1,2
51,4,1,1,1,1466,2,1,2,7,2,406,2,-1,0,1,1
41,6,2,2,1,879,1,2,1,7,8,60,4,-1,0,1,1
35,4,2,1,1,293,2,1,2,30,2,521,2,-1,0,1,1
38,8,1,2,1,424,2,1,1,17,3,279,1,-1,0,1,1
34,4,1,2,1,1831,2,1,2,20,2,203,2,-1,0,1,1
39,4,1,1,1,111,1,1,1,18,9,201,2,-1,0,1,1
34,4,1,1,1,455,2,1,2,20,4,372,3,-1,0,1,1
27,2,2,2,1,-195,2,1,1,18,2,391,1,-1,0,1,2
32,3,2,3,1,3616,1,1,1,14,6,165,2,-1,0,1,1
57,4,1,2,1,14093,1,1,1,11,6,231,5,-1,0,1,1
41,12,2,3,1,1567,1,1,1,1,8,291,2,-1,0,1,1
41,8,1,3,1,5426,2,1,2,14,2,149,2,-1,0,1,1
30,8,2,3,1,261,1,1,1,19,1,233,1,137,20,2,1
36,4,3,2,1,2843,1,1,1,12,5,473,1,182,1,4,1
31,1,2,1,1,406,1,1,1,4,5,736,1,-1,0,1,2
36,4,1,2,1,0,2,1,2,6,2,337,1,-1,0,1,1
38,3,2,3,1,493,2,1,1,11,2,553,1,367,7,2,1
49,6,1,2,1,5996,1,1,3,21,9,345,2,-1,0,1,1
57,2,2,1,1,3777,2,1,3,13,2,65,2,-1,0,1,1
34,3,2,2,1,524,1,1,2,13,6,9,1,-1,0,1,1
32,3,2,3,1,574,2,1,1,14,3,259,2,145,3,2,1
37,4,1,2,1,427,2,2,2,9,4,371,3,-1,0,1,1
33,5,1,3,1,483,2,1,1,3,5,280,2,-1,0,1,1
56,1,1,1,1,3391,1,1,1,21,3,243,1,-1,0,1,2
27,10,1,1,1,0,2,1,1,23,8,435,3,-1,0,1,1
21,9,2,2,1,2488,1,1,1,30,4,258,6,169,3,4,2
58,3,1,3,1,1517,2,1,3,29,8,7,5,-1,0,1,1
32,5,1,2,1,217,2,2,1,15,8,317,5,-1,0,1,1
