56,1,1,1,1,1,1,1,1,1,261,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
57,2,1,2,2,1,1,1,1,1,149,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
37,2,1,2,1,2,1,1,1,1,226,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
40,3,1,3,1,1,1,1,1,1,151,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
56,2,1,2,1,1,2,1,1,1,307,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
45,2,1,4,2,1,1,1,1,1,198,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
59,3,1,5,1,1,1,1,1,1,139,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
41,4,1,6,2,1,1,1,1,1,217,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
24,5,2,5,1,2,1,1,1,1,380,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
25,2,2,2,1,2,1,1,1,1,50,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
41,4,1,6,2,1,1,1,1,1,55,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
25,2,2,2,1,2,1,1,1,1,222,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
29,4,2,2,1,1,2,1,1,1,137,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
57,1,3,1,1,2,1,1,1,1,293,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
35,4,1,3,1,2,1,1,1,1,146,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
54,6,1,4,2,2,2,1,1,1,174,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
35,4,1,3,1,2,1,1,1,1,312,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
46,4,1,3,2,2,2,1,1,1,440,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
50,4,1,4,1,2,2,1,1,1,353,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
39,7,2,4,2,1,1,1,1,1,195,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
30,8,1,2,1,1,1,1,1,1,38,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
55,4,1,1,2,2,1,1,1,1,262,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
55,6,2,2,1,2,1,1,1,1,342,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
41,5,2,2,1,2,1,1,1,1,181,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
37,3,1,2,1,2,1,1,1,1,172,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
35,5,1,7,1,1,2,1,1,1,99,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
59,5,1,6,1,2,1,1,1,1,93,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
